"Name","Namespace","ParamRaw","Description"
"AIEncounter_ResourceGuidance_EntityGroup","AIEncounter","AIEncounterID pEncounter, EGroupID entities","Sets the resource entities for encounter."
"AIEncounter_ResourceGuidance_IsSquadGroupEqual","AIEncounter","AIEncounterID pEncounter, SGroupID squads","Checks if a squad group is equal to the resource squads of an encounter."
"AIEncounter_ResourceGuidance_SetResourceMoney","AIEncounter","AIEncounterID pEncounter, ResourceAmount resourceAmount","Sets the resource money for an encounter."
"AIEncounter_ResourceGuidance_SquadGroup","AIEncounter","AIEncounterID pEncounter, SGroupID squads","Sets the resource squads for encounter."
"AIEncounter_SetDebugName","AIEncounter","AIEncounterID pEncounter, String name","Set encounter name for debugging."
"AIEncounter_TacticFilter_Reset","AIEncounter","AIEncounterID pEncounter","Reset all tactic filters for encounter"
"AIEncounter_TacticFilter_ResetAbilityGuidance","AIEncounter","AIEncounterID pEncounter","Reset all tactic ability constraints for encounter"
"AIEncounter_TacticFilter_ResetAbilityPriority","AIEncounter","AIEncounterID pEncounter, PropertyBagGroup abilityPBG","Reset ability priority for all squads in encounter"
"AIEncounter_TacticFilter_ResetPriority","AIEncounter","AIEncounterID pEncounter, AITacticType tactic","Reset tactic priority for all squads in encounter"
"AIEncounter_TacticFilter_ResetTacticGuidance","AIEncounter","AIEncounterID pEncounter","Reset all tactic constraints for encounter"
"AIEncounter_TacticFilter_ResetTargetGuidance","AIEncounter","AIEncounterID pEncounter","Reset all tactic target constraints for encounter"
"AIEncounter_TacticFilter_SetAbilityGuidance","AIEncounter","AIEncounterID pEncounter, PropertyBagGroup ability, Integer maxCasters, Real retrySecs, Real waitSelfSecs, Real waitEncounterSecs, Real timeoutSecs, Boolean initialWait, Real maxRange, Real castChanceOverride","Set tactic ability constraints for encounter"
"AIEncounter_TacticFilter_SetAbilityPriority","AIEncounter","AIEncounterID pEncounter, PropertyBagGroup abilityPBG, Real priority","Set ability priority for all squads in encounter; negative priority disables"
"AIEncounter_TacticFilter_SetAbilityPriorityForSquad","AIEncounter","AIEncounterID pEncounter, SquadID squad, PropertyBagGroup abilityPBG, Real priority","Set ability priority for squad in encounter"
"AIEncounter_TacticFilter_SetDefaultAbilityGuidance","AIEncounter","AIEncounterID pEncounter, Integer maxCasters, Real retrySecs, Real waitSelfSecs, Real waitEncounterSecs, Real timeoutSecs, Boolean initialWait, Real maxRange, Real castChanceOverride","Set default tactic ability constraints for encounter (ability specific guidance takes priority over defaults)"
"AIEncounter_TacticFilter_SetDefaultTacticGuidance","AIEncounter","AIEncounterID pEncounter, Integer maxUsers, Real retrySecs, Real waitSecs, Real timeoutSecs, Boolean initialWait, Real maxRange","Set default tactic constraints for encounter (tactic specific guidance takes priority over defaults)"
"AIEncounter_TacticFilter_SetPriority","AIEncounter","AIEncounterID pEncounter, AITacticType tactic, Real priority","Set tactic priority for all squads in encounter; negative priority disables"
"AIEncounter_TacticFilter_SetPriorityForSquad","AIEncounter","AIEncounterID pEncounter, SquadID squad, AITacticType tactic, Real priority","Set tactic priority for squads in encounter"
"AIEncounter_TacticFilter_SetTacticGuidance","AIEncounter","AIEncounterID pEncounter, AITacticType tactic, Integer maxUsers, Real retrySecs, Real waitSecs, Real timeoutSecs, Boolean initialWait, Real maxRange","Set tactic constraints for encounter"
"AIEncounter_TacticFilter_SetTargetPolicy","AIEncounter","AIEncounterID pEncounter, TargetPreference policy","Set tactic target priority for encounter"
"AIEncounter_TargetGuidance_DisableSquadPatrol","AIEncounter","AIEncounterID pEncounter, SquadID pSquad","Disables the patrol for the passed Squad"
"AIEncounter_TargetGuidance_SetPatrolPathByName","AIEncounter","AIEncounterID pEncounter, String pathName, Real delaySecs, Boolean invertPathAtEnd, Boolean startInverted","Sets target patrol path for encounter"
"AIEncounter_TargetGuidance_SetPatrolWander","AIEncounter","AIEncounterID pEncounter, Real delaySecs, Integer radiusMode, Real radiusOverride, Boolean overrideCenter, Position centerOverride","Sets random wander target patrol for encounter; delaySecs is the time in secs to pause at each random point"
"AIEncounter_TargetGuidance_SetSquadPatrolPathByName","AIEncounter","AIEncounterID pEncounter, SquadID pSquad, String pathName, Real delaySecs, Boolean invertPathAtEnd, Boolean startInverted","Sets target patrol path for the squad"
"AIEncounter_TargetGuidance_SetSquadPatrolWander","AIEncounter","AIEncounterID pEncounter, SquadID pSquad, Real delaySecs, Integer radiusMode, Real radiusOverride, Boolean overrideCenter, Position centerOverride","Sets random wander target patrol for the squad; delaySecs is the time in secs to pause at each random point"
"AIEncounter_TargetGuidance_SetTargetArea","AIEncounter","AIEncounterID pEncounter, Real radius","Sets engagement area radius around the target."
"AIEncounter_TargetGuidance_SetTargetEntity","AIEncounter","AIEncounterID pEncounter, EntityID entity","Sets target Entity for encounter"
"AIEncounter_TargetGuidance_SetTargetLeash","AIEncounter","AIEncounterID pEncounter, Real radius","Sets leash radius around target where squads should stay within."
"AIEncounter_TargetGuidance_SetTargetPosition","AIEncounter","AIEncounterID pEncounter, Position pos","Sets target position for encounter"
"AIEncounter_TargetGuidance_SetTargetSquad","AIEncounter","AIEncounterID pEncounter, SquadID squad","Sets target Squad for encounter"
"AIEncounter_Trigger","AIEncounter","AIEncounterID pEncounter","Set encounter name for debugging."
"AIPlayer_CachedPathCrossesEnemyTerritory","AIPlayer","PlayerID aiPlayer, Integer requestingID, Real minDistToEnemyTerritory, Boolean unused","Checks if the cached path crosses known enemy territory"
"AIPlayer_CanAISquadLockTacticItem","AIPlayer","EntityID tacticItemEntity, SquadID lockingAISquad","Checks if the squad can lock the tactic item"
"AIPlayer_CanSeeEntity","AIPlayer","PlayerID aiPlayer, EntityID canSee","Test if player can see entity"
"AIPlayer_ClearCachedPath","AIPlayer","PlayerID player, Integer requestingID","Delete the cached path with this ID, please remember to do this"
"AIPlayer_EnemyTerritoryDetected","AIPlayer","PlayerID player","returns true if enemy territory has been detected"
"AIPlayer_FindClosestSiegeTarget","AIPlayer","PlayerID player, EGroupID eGroup, Integer minSections, Boolean unbreached, Position refPosition","Tests to see if any entity in the group is part of a wall that matches the supplied conditions eGroup contains list of entities to test, minSections is minimum number of connected wall sections, unbreached means all sections must be unbroken.  Returns closest entity to refPosition"
"AIPlayer_FindClumpContainingPosition","AIPlayer","PlayerID aiPlayer, Position pos, Integer targetFilterFlags","Find a clump containing the given position, or return -1 if there isn't one."
"AIPlayer_GetAnchorPosition","AIPlayer","PlayerID aiPlayer","Returns the anchor build position"
"AIPlayer_GetBestClumpForPositionIdx","AIPlayer","PlayerID pPlayer, Position position, PropertyBagGroup pAbilityPBG, Real minRange, Real maxRange, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of enemy squads within the given tolerance to the position passed in"
"AIPlayer_GetBestClumpForSquadIdx","AIPlayer","PlayerID pPlayer, SquadID pSquad, PropertyBagGroup pAbilityPBG, Real minRange, Real maxRange, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of enemy squads within the given tolerance to the AI squad"
"AIPlayer_GetBestClumpIdx","AIPlayer","PlayerID pPlayer, Real minRange, Real maxRange, Real clumpSelectionGlobalBestMinRatio, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of allied or enemy squads within the given tolerance to the AI player"
"AIPlayer_GetBestClumpIdxForAbility","AIPlayer","PlayerID pPlayer, PropertyBagGroup pAbilityPBG, Real minRange, Real maxRange, Real clumpSelectionGlobalBestMinRatio, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of allied or enemy squads within the given tolerance to the AI player"
"AIPlayer_GetBestOwnedClumpIdx","AIPlayer","PlayerID pPlayer, Real minRange, Real maxRange, Real clumpSelectionGlobalBestMinRatio, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of owned squads within the given tolerance to the AI player"
"AIPlayer_GetBestOwnedClumpIdxForAbility","AIPlayer","PlayerID pPlayer, PropertyBagGroup pAbilityPBG, Real minRange, Real maxRange, Real clumpSelectionGlobalBestMinRatio, Integer targetFilterFlags, Integer minNumSquads","returns a 0-based index of the best clump of owned squads within the given tolerance to the AI player"
"AIPlayer_GetCachedPathLength","AIPlayer","PlayerID player, Integer requestingID","Get the distance of the path requested with the given ID. < 0 means invalid request."
"AIPlayer_GetCachedPathPoints","AIPlayer","PlayerID player, Integer requestingID","Return the path points of the calculated path from a previous pathfinding request if the result was successful and the path has at least two points."
"AIPlayer_GetCapturePoints","AIPlayer","PlayerID aiPlayer, StackVar relationshipEnum, Boolean onlyCanPlaceSecuringStructure, EGroupID egroupOut","Returns an EGroup containing all capture points on the map owned by a player with the specified"
"AIPlayer_GetClumpPosition","AIPlayer","PlayerID pPlayer, Integer clumpIndex, Integer targetFilterFlags","Used for tactics; returns a ""special error position"" on failure that's nowhere inside the world"
"AIPlayer_GetDistanceToEnemyTerritory","AIPlayer","PlayerID player, Position position","returns how close a position is to enemy territory"
"AIPlayer_GetDynamicMultiplier","AIPlayer","PlayerID aiPlayer, Key tableName","Calculate product of all multipliers in tableName"
"AIPlayer_GetDynamicUnitTypeMultipliersForEntity","AIPlayer","PlayerID aiPlayer, Entity& targetEntity","Calculate product of all unit type multipliers that match the entity's unit types"
"AIPlayer_GetDynamicUnitTypeMultipliersForSquad","AIPlayer","PlayerID aiPlayer, Squad& targetSquad","Calculate product of all unit type multipliers that match a unit type of an entity in the squad"
"AIPlayer_GetKnownResourceDeposits","AIPlayer","PlayerID aiPlayer, String resourceType, Boolean includeDepleted","Returns a list of all resource deposit entities seen by the AI player"
"AIPlayer_GetLocal","AIPlayer","Integer playerId","Returns the local AIPlayer given a PlayerId (1000 and up)"
"AIPlayer_GetLocalFromPlayer","AIPlayer","PlayerID pPlayerIn","Returns the local AIPlayer given a Player pointer"
"AIPlayer_GetNumPBG","AIPlayer","PlayerID aiPlayer, Integer countType, PropertyBagGroup pbg","Returns the count of specified PBG that the AI player is observing."
"AIPlayer_GetOpponentPlayerAtIndex","AIPlayer","PlayerID aiPlayer, Integer index","Returns the Player at specified index out of all opponent players.  Use in conjunction with `AIPlayer_GetOpponentPlayerCount`."
"AIPlayer_GetOpponentPlayerCount","AIPlayer","PlayerID aiPlayer","Returns the number of opponent Players to the specified AIPlayer."
"AIPlayer_GetOrCreateHomebase","AIPlayer","PlayerID aiPlayer, Position targetPosition","Get a homebase at the given position. If one doesn't exist it will be created."
"AIPlayer_GetOwnedClumpPosition","AIPlayer","PlayerID pPlayer, Integer clumpIndex","Used for tactics; returns a ""special error position"" on failure that's nowhere inside the world"
"AIPlayer_GetOwnedMilitaryPointEntitiesInRange","AIPlayer","EntityPBG militaryPointPBG, Position position, Number range","Returns an EGroup listing all military points owned by a player within a certain range of the position passed in that match a certain type"
"AIPlayer_GetPositionsOfMilitaryPointsWithRelation","AIPlayer","PlayerID aiPlayer, StackVar relationshipEnum","Returns all positions of military points allied with a player"
"AIPlayer_GetSquadPBGProductionUtility","AIPlayer","PlayerID aiPlayer, ScarSquadPBG squadPBG","Returns the utility of building the squad specified by the PBG, or 0 if not found"
"AIPlayer_GetStateModelAISquadListEntries","AIPlayer","PlayerID aiPlayer, String key","Returns a table of squad ids from the AIPlayer's state model corresponding to the given key."
"AIPlayer_GetStateModelBool","AIPlayer","PlayerID aiPlayer, String key","Returns a boolean value from the AIPlayer's state model corresponding to the given key."
"AIPlayer_GetStateModelEntityTarget","AIPlayer","PlayerID aiPlayer, String key","Returns an Entity* value from the AIPlayer's state model corresponding to the given key."
"AIPlayer_GetStateModelFloat","AIPlayer","PlayerID aiPlayer, String key","Returns a float value from the AIPlayer's state model corresponding to the given key."
