"Category","File","Variable","Line","Value"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreStart","175","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreComplete","180","PreComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnComplete","183","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","SOBJ_EliminateGuardsAndGatherers","199","SOBJ_EliminateGuardsAndGatherers = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","200","Title = ""$11252304"", --Eliminate Guards and Resource Gatherers"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","201","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","202","Parent = OBJ_ClearCamps,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","203","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_PauseMenu","206","OBJ_PauseMenu = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","207","Title = ""$11257875"", --View the pause menu for additional mission information"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","208","Type = ObjectiveType_Tip,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_PrepareForAttack","211","OBJ_PrepareForAttack = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","212","Title = ""$11252297"", --Prepare to defend Tyre from the Frankish attack"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","213","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","214","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnComplete","217","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_BuildUpStockpile","222","OBJ_BuildUpStockpile = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","223","Title = ""$11253236"", --Harvest Resources"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","224","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","225","Parent = OBJ_PrepareForAttack,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","226","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreStart","227","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","230","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnComplete","240","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_ProduceUnits","245","OBJ_ProduceUnits = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","246","Title = ""$11252298"", --OR Produce Units"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","247","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","248","Parent = OBJ_PrepareForAttack,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","249","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreStart","250","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","unit_count_current","252","unit_count_current = Player_GetTotalPopulation(player1)"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","255","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","unit_count_current","257","unit_count_current = Player_GetTotalPopulation(player1)"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","unit_count_prev","260","unit_count_prev = unit_count_current"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DestroyRam","272","OBJ_DestroyRam = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","273","Title = ""$11252299"", --Destroy The Beast"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","274","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreStart","275","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","SetupUI","278","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnStart","281","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","292","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","PreComplete","301","PreComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnComplete","304","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","SOBJ_RamHP","310","SOBJ_RamHP = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","311","Title = ""$11256458"", --Remaining Health"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","312","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","313","Parent = OBJ_DestroyRam,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","314","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","SetupUI","315","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_AgeUp","322","OBJ_AgeUp = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","323","Title = ""$11252300"", --Advance to the Feudal Age"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","324","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnStart","325","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","328","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OnComplete","337","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_HouseOfWisdom","341","OBJ_HouseOfWisdom = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","342","Title = ""$11252301"", --Build a House of Wisdom"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","343","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","344","Parent = OBJ_AgeUp,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","345","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_Wing","347","OBJ_Wing = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","348","Title = ""$11252302"", --Build a Wing on the House of Wisdom"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","349","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Parent","350","Parent = OBJ_AgeUp,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","StartAlongsideParent","351","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DefendMole","354","OBJ_DefendMole = {"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Title","355","Title = ""$11252303"", --Position your army to defend Tyre"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","Type","356","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","IsComplete","357","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","SetupUI","364","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","goal_sequence_build_boat","3","goal_sequence_build_boat = ""build_boat"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","goal_sequence_build_wing","4","goal_sequence_build_wing = ""build_wing"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_training.scar","goal_sequence_produce_villagers","5","goal_sequence_produce_villagers = ""produce_villagers"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","hpid_outpost1","207","hpid_outpost1 = HintPoint_Add(mkr_camp4_outpost_ui, true, message, 9)"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","hpid_outpost2","225","hpid_outpost2 = HintPoint_Add(mkr_camp4_outpost_ui, true, message, 9)"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","wall_marker_index","426","wall_marker_index = wall_marker_index + 1"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ally_skirmish_phase","482","ally_skirmish_phase = ""attack"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ally_skirmish_phase","495","ally_skirmish_phase = ""disband"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ally_skirmish_phase","503","ally_skirmish_phase = ""retreat"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ally_skirmish_phase","509","ally_skirmish_phase = ""spawn"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ally_skirmish_phase","511","ally_skirmish_phase = ""spawn"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_phase","617","skirmish_phase = ""attack"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_unit_mix_index","629","skirmish_unit_mix_index = skirmish_unit_mix_index + 1"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_phase","641","skirmish_phase = ""disband"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_phase","649","skirmish_phase = ""retreat"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_phase","655","skirmish_phase = ""spawn"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","skirmish_phase","657","skirmish_phase = ""spawn"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","enemy_resource_stockpile","775","enemy_resource_stockpile = enemy_resource_stockpile - request.cost"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","escort_request_idx","778","escort_request_idx = escort_request_idx + 1"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","escort_request_idx","780","escort_request_idx = 1"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","garrison_units_spawned","906","garrison_units_spawned = garrison_units_spawned + 1"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ram_spawn_triggered","991","ram_spawn_triggered = true"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","escort_phase","1011","escort_phase = ""final"""
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","target_index_prev","1024","target_index_prev = target_index"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ram_total_spawned","1074","ram_total_spawned = ram_total_spawned + ram_spawn_rate"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ram_total_spawned","1077","ram_total_spawned = 0"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ram_spawn_on","1078","ram_spawn_on = false"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","hpid_ram_garrison","1080","hpid_ram_garrison = HintPoint_Add(sg_ram, true, Loc_FormatText(""$11256237"", ram_unit_count - ram_total_spawned, ram_unit"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","ram_spawn_on","1084","ram_spawn_on = false"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","player","15","player = player2,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","name","16","name = ""crusader_army_""..egypt_crusader_army_ID,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","spawn","17","spawn = mkr_enemy_unit_spawn,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","quadrant","18","quadrant = CRUSADERHOME_QUADRANT,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","layer","19","layer = layer,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","offset","20","offset = offset,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","targets","21","targets = {target},"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","targetOrder","22","targetOrder = TARGET_ORDER_LINEAR,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","onDeathFunction","23","onDeathFunction = onDeathFreeQuadrant,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","hasQuest","24","hasQuest = false,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","timeLastAssigned","25","timeLastAssigned = 0,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","onCompleteFunction","26","onCompleteFunction = onQuestComplete,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","self_army_ID","28","self_army_ID = egypt_crusader_army_ID,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","egypt_crusader_army_ID","31","egypt_crusader_army_ID = egypt_crusader_army_ID+1"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","enemy_reinforcementbudget","67","enemy_reinforcementbudget = enemy_reinforcementbudget-attackGroupSize"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","bestQuadrantTarget","121","bestQuadrantTarget = oldestWaitingArmy.quadrant"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","marker","137","marker = oldestWaitingArmy.quadrant.marker}"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","spearCount","177","spearCount = math.floor(wavesize/3)"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","archerCount","178","archerCount = math.floor(wavesize/3)"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","horsemanCount","179","horsemanCount = math.ceil(wavesize/3)"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","horsemanCount","182","horsemanCount = horsemanCount+1"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","horsemanCount","185","horsemanCount = 2"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","sg_firstwave","198","sg_firstwave = SGroup_CreateIfNotFound(""sg_firstwave"")"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","enemy_reinforcementbudget","203","enemy_reinforcementbudget = enemy_reinforcementbudget+wavesize"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_armycontrol.scar","reinforcements_size","221","reinforcements_size = reinforcements_size+reinforcement_ramp"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","statusTable","22","statusTable = {"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","NotRun","23","NotRun = 0,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","InProgress","24","InProgress = 1,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","Pass","25","Pass = 2,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","Fail","26","Fail = 3"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","debug_IsCampaignAutoTest","30","debug_IsCampaignAutoTest = false"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","b_introStarted","33","b_introStarted = false"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","player1","35","player1 = World_GetPlayerAt(1)"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_automated.scar","eg_enemyControlPoints","203","eg_enemyControlPoints = EGroup_CreateIfNotFound(""eg_enemyControlPoints"")"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_controlpoints.scar","defered_owner","57","defered_owner = player3"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_controlpoints.scar","defered_owner","59","defered_owner = player4"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_controlpoints.scar","defered_owner","61","defered_owner = player5"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_controlpoints.scar","DelayedBuild_Queue","258","DelayedBuild_Queue = DelayedBuild_Queue+1"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","OnComplete","25","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","OnFail","27","OnFail = function()"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","OBJ_ControlPrimary","32","OBJ_ControlPrimary = {"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","Title","33","Title = ""$11253760"", -- Hold the area to gain control over time"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","Type","35","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","PreStart","37","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","OnStart","39","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","IsComplete","43","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","IsFailed","49","IsFailed = function()"
