"Mode","Civ","Threshold","Type","Blueprint","Count","Age","Condition","Title","File","Line"
"onslaught","rus","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","1296"
"onslaught","rus","1750","upgradeBP","upgrade_siege_fined_tuned_guns_rus","","","","Loc:""$42764"",""$11191594""","cba_rewards_onslaught.scar","1300"
"onslaught","rus","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","1304"
"onslaught","rus","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","1308"
"onslaught","rus","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","1313"
"onslaught","rus","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","1318"
"onslaught","rus","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","1322"
"onslaught","rus","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","1326"
"onslaught","rus","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","1330"
"onslaught","rus","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_rus","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1334"
"onslaught","rus","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","1339"
"onslaught","rus","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","1352"
"onslaught","rus","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","1343"
"onslaught","rus","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_rus","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1347"
"onslaught","rus","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_rus","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1356"
"onslaught","rus","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","1361"
"onslaught","rus","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","1365"
"onslaught","rus","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","1369"
"onslaught","rus","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","1373"
"onslaught","rus","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","1377"
"onslaught","rus","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","1381"
"onslaught","rus","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","1385"
"onslaught","sultanate","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul","40","","","","cba_rewards_onslaught.scar","1393"
"onslaught","sultanate","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","1397"
"onslaught","sultanate","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","1402"
"onslaught","sultanate","300","upgradeBP","upgrade_improved_swords_sul","","","","Loc:""$42764"",""$11169611""","cba_rewards_onslaught.scar","1406"
"onslaught","sultanate","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","1410"
"onslaught","sultanate","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1414"
"onslaught","sultanate","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","1419"
"onslaught","sultanate","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","1424"
"onslaught","sultanate","550","upgradeBP","upgrade_landmark_fire_siege_armor_sul","","","","Loc:""$42764"",""$11182779""","cba_rewards_onslaught.scar","1429"
"onslaught","sultanate","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","1433"
"onslaught","sultanate","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","1437"
"onslaught","sultanate","750","upgradeBP","upgrade_landmark_force_march_sul","","","","Loc:""$42764"",""$11159837""","cba_rewards_onslaught.scar","1441"
"onslaught","sultanate","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","1445"
"onslaught","sultanate","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","1449"
"onslaught","sultanate","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","1454"
"onslaught","sultanate","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1459"
"onslaught","sultanate","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","1464"
"onslaught","sultanate","1250","upgradeBP","upgrade_landmark_keep_defense_sul","","","","Loc:""$42764"",""$11182679""","cba_rewards_onslaught.scar","1468"
"onslaught","sultanate","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","1472"
"onslaught","sultanate","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","1476"
"onslaught","sultanate","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","1480"
"onslaught","sultanate","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","1484"
"onslaught","sultanate","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","1488"
"onslaught","sultanate","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","1492"
"onslaught","sultanate","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","1497"
"onslaught","sultanate","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","1502"
"onslaught","sultanate","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","1506"
"onslaught","sultanate","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","1510"
"onslaught","sultanate","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","1514"
"onslaught","sultanate","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1518"
"onslaught","sultanate","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","1523"
"onslaught","sultanate","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","1536"
"onslaught","sultanate","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","1527"
"onslaught","sultanate","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1531"
"onslaught","sultanate","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","1540"
"onslaught","sultanate","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","1545"
"onslaught","sultanate","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","1549"
"onslaught","sultanate","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","1553"
"onslaught","sultanate","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","1557"
"onslaught","sultanate","6250","upgradeBP","upgrade_age3_war_elephant_elite_sul","","","","Loc:""$42764"",""$11184522""","cba_rewards_onslaught.scar","1561"
"onslaught","sultanate","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","1565"
"onslaught","sultanate","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","1569"
"onslaught","sultanate","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","1573"
"onslaught","sultanate_ha_tug","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul_ha_tug","40","","","","cba_rewards_onslaught.scar","3951"
"onslaught","sultanate_ha_tug","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","3955"
"onslaught","sultanate_ha_tug","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","3959"
"onslaught","sultanate_ha_tug","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","3963"
"onslaught","sultanate_ha_tug","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul_ha_tug","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3967"
"onslaught","sultanate_ha_tug","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","3972"
"onslaught","sultanate_ha_tug","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","3977"
"onslaught","sultanate_ha_tug","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","3982"
"onslaught","sultanate_ha_tug","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","3986"
"onslaught","sultanate_ha_tug","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","3990"
"onslaught","sultanate_ha_tug","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","3994"
"onslaught","sultanate_ha_tug","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","3999"
"onslaught","sultanate_ha_tug","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_sul_ha_tug","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","4004"
"onslaught","sultanate_ha_tug","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","4009"
"onslaught","sultanate_ha_tug","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","4013"
"onslaught","sultanate_ha_tug","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","4017"
"onslaught","sultanate_ha_tug","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","4021"
"onslaught","sultanate_ha_tug","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","4025"
"onslaught","sultanate_ha_tug","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","4029"
"onslaught","sultanate_ha_tug","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","4033"
"onslaught","sultanate_ha_tug","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","4038"
"onslaught","sultanate_ha_tug","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","4043"
"onslaught","sultanate_ha_tug","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","4047"
"onslaught","sultanate_ha_tug","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","4051"
"onslaught","sultanate_ha_tug","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","4055"
"onslaught","sultanate_ha_tug","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul_ha_tug","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","4059"
"onslaught","sultanate_ha_tug","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","4064"
"onslaught","sultanate_ha_tug","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","4077"
"onslaught","sultanate_ha_tug","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","4068"
"onslaught","sultanate_ha_tug","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul_ha_tug","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","4072"
"onslaught","sultanate_ha_tug","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_sul_ha_tug","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","4081"
"onslaught","sultanate_ha_tug","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","4086"
"onslaught","sultanate_ha_tug","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","4090"
"onslaught","sultanate_ha_tug","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","4094"
"onslaught","sultanate_ha_tug","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","4098"
"onslaught","sultanate_ha_tug","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","4102"
"onslaught","sultanate_ha_tug","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","4106"
"onslaught","sultanate_ha_tug","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","4110"
"onslaught","templar","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_tem","40","","","","cba_rewards_onslaught.scar","3462"
"onslaught","templar","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","3466"
"onslaught","templar","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","3470"
"onslaught","templar","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_tem","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3474"
"onslaught","templar","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","3479"
"onslaught","templar","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","3484"
"onslaught","templar","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","3489"
"onslaught","templar","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","3493"
"onslaught","templar","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","3497"
"onslaught","templar","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","3501"
"onslaught","templar","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","3506"
"onslaught","templar","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_tem","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3511"
"onslaught","templar","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","3516"
"onslaught","templar","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","3520"
"onslaught","templar","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","3524"
"onslaught","templar","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","3528"
"onslaught","templar","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","3532"
"onslaught","templar","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","3536"
"onslaught","templar","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","3540"
"onslaught","templar","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","3545"
"onslaught","templar","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","3550"
"onslaught","templar","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","3554"
"onslaught","templar","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","3558"
"onslaught","templar","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","3562"
"onslaught","templar","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_hospitaller_4_tem","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3566"
"onslaught","templar","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","3571"
"onslaught","templar","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","3584"
"onslaught","templar","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","3575"
"onslaught","templar","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_hospitaller_4_tem","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3579"
"onslaught","templar","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_hospitaller_4_tem","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","3588"
"onslaught","templar","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","3593"
"onslaught","templar","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","3597"
"onslaught","templar","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","3601"
"onslaught","templar","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","3605"
"onslaught","templar","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","3609"
"onslaught","templar","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","3613"
"onslaught","templar","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","3617"
